Year,2002.0
CANON KABUSHIKI KAISHA,891.493669041446
EASTMAN KODAK COMPANY,338.44553648573026
GENERAL ELECTRIC COMPANY,824.79090781543
"HITACHI, LTD.",592.2327234122982
INTEL CORPORATION,0.0
INTERNATIONAL BUSINESS MACHINES CORPORATION,1038.3733771852562
KABUSHIKI KAISHA TOSHIBA,658.4953982550012
"MICRON TECHNOLOGY, INC.",165.00836970635626
MITSUBISHI DENKI KABUSHIKI KAISHA,395.7600824884629
NEC CORPORATION,649.9465376970269
RCA CORPORATION,289.1865023087035
"SAMSUNG ELECTRONICS CO., LTD.",239.73925969502255
SONY CORPORATION,69.44444444444444
U.S. PHILIPS CORPORATION,251.43233934755443
