Year,1992.0
CANON KABUSHIKI KAISHA,257.36916585881795
EASTMAN KODAK COMPANY,195.2606974856017
GENERAL ELECTRIC COMPANY,650.5183076373664
"HITACHI, LTD.",533.6847140446167
INTEL CORPORATION,0.0
INTERNATIONAL BUSINESS MACHINES CORPORATION,157.75001651506318
KABUSHIKI KAISHA TOSHIBA,417.56367664317656
"MICRON TECHNOLOGY, INC.",0.0
MITSUBISHI DENKI KABUSHIKI KAISHA,288.4771772827344
NEC CORPORATION,0.0
RCA CORPORATION,289.1865023087035
"SAMSUNG ELECTRONICS CO., LTD.",0.0
SONY CORPORATION,0.0
U.S. PHILIPS CORPORATION,251.43233934755443
