Year,1995.0
CANON KABUSHIKI KAISHA,375.15275908141706
EASTMAN KODAK COMPANY,338.44553648573026
GENERAL ELECTRIC COMPANY,721.6926848615657
"HITACHI, LTD.",592.2327234122982
INTEL CORPORATION,0.0
INTERNATIONAL BUSINESS MACHINES CORPORATION,305.1132030824968
KABUSHIKI KAISHA TOSHIBA,549.2577125733742
"MICRON TECHNOLOGY, INC.",0.0
MITSUBISHI DENKI KABUSHIKI KAISHA,342.6940447526139
NEC CORPORATION,124.81306960864536
RCA CORPORATION,289.1865023087035
"SAMSUNG ELECTRONICS CO., LTD.",0.0
SONY CORPORATION,0.0
U.S. PHILIPS CORPORATION,251.43233934755443
