Year,2006.0
CANON KABUSHIKI KAISHA,1101.8429602276442
EASTMAN KODAK COMPANY,338.44553648573026
GENERAL ELECTRIC COMPANY,824.79090781543
"HITACHI, LTD.",647.1174654540108
INTEL CORPORATION,132.10195053848742
INTERNATIONAL BUSINESS MACHINES CORPORATION,1474.8625277994574
KABUSHIKI KAISHA TOSHIBA,790.0865267646489
"MICRON TECHNOLOGY, INC.",309.6418435110491
MITSUBISHI DENKI KABUSHIKI KAISHA,462.8741764481945
NEC CORPORATION,728.2463139833803
RCA CORPORATION,289.1865023087035
"SAMSUNG ELECTRONICS CO., LTD.",239.73925969502255
SONY CORPORATION,151.59121333820127
U.S. PHILIPS CORPORATION,251.43233934755443
