Year,1988.0
CANON KABUSHIKI KAISHA,82.17446270543614
EASTMAN KODAK COMPANY,56.32040050062578
GENERAL ELECTRIC COMPANY,467.0072519892341
"HITACHI, LTD.",311.9772043463454
INTEL CORPORATION,0.0
INTERNATIONAL BUSINESS MACHINES CORPORATION,98.36759371221281
KABUSHIKI KAISHA TOSHIBA,112.30873185404768
"MICRON TECHNOLOGY, INC.",0.0
MITSUBISHI DENKI KABUSHIKI KAISHA,109.31093478068493
NEC CORPORATION,0.0
RCA CORPORATION,289.1865023087035
"SAMSUNG ELECTRONICS CO., LTD.",0.0
SONY CORPORATION,0.0
U.S. PHILIPS CORPORATION,251.43233934755443
