Year,2011.0
CANON KABUSHIKI KAISHA,1547.6453864770667
EASTMAN KODAK COMPANY,338.44553648573026
GENERAL ELECTRIC COMPANY,824.79090781543
"HITACHI, LTD.",647.1174654540108
INTEL CORPORATION,203.92515495837688
INTERNATIONAL BUSINESS MACHINES CORPORATION,2224.354419872093
KABUSHIKI KAISHA TOSHIBA,949.5458882018382
"MICRON TECHNOLOGY, INC.",374.7884233156093
MITSUBISHI DENKI KABUSHIKI KAISHA,462.8741764481945
NEC CORPORATION,728.2463139833803
RCA CORPORATION,289.1865023087035
"SAMSUNG ELECTRONICS CO., LTD.",717.3028979572667
SONY CORPORATION,206.2958085241969
U.S. PHILIPS CORPORATION,251.43233934755443
