Year,2003.0
CANON KABUSHIKI KAISHA,958.6077630011773
EASTMAN KODAK COMPANY,338.44553648573026
GENERAL ELECTRIC COMPANY,824.79090781543
"HITACHI, LTD.",592.2327234122982
INTEL CORPORATION,0.0
INTERNATIONAL BUSINESS MACHINES CORPORATION,1155.8230416147865
KABUSHIKI KAISHA TOSHIBA,658.4953982550012
"MICRON TECHNOLOGY, INC.",232.1224636660878
MITSUBISHI DENKI KABUSHIKI KAISHA,462.8741764481945
NEC CORPORATION,728.2463139833803
RCA CORPORATION,289.1865023087035
"SAMSUNG ELECTRONICS CO., LTD.",239.73925969502255
SONY CORPORATION,69.44444444444444
U.S. PHILIPS CORPORATION,251.43233934755443
