fetched,Assignee Location,Year,CPC Category
True,AU,2004,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1993,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,2012,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1999,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1995,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1999,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1992,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1993,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1990,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1993,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,OS,2008,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1997,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1995,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1990,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,GB,1999,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1992,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1997,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1995,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,AU,2012,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,FR,1995,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1999,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1990,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1999,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1993,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1993,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1990,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1993,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,2012,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,GB,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,GB,1990,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,SO,1996,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,2010,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1993,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,KR,1993,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,2014,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,2009,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1990,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,2008,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1992,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1995,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,TW,2009,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,AT,2013,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,2011,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1993,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,2010,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1993,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1999,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,NO,2014,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1993,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,2014,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1990,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1999,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,2014,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,QU,2014,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1993,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,2014,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1992,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1992,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1992,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1993,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,2014,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1996,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1999,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1993,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1992,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,FR,2009,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1990,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,2008,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1999,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1997,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1999,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1990,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1999,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,KR,1999,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,FR,2012,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1993,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,2008,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1989,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,2012,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,2012,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1996,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1989,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1990,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,NL,1990,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,KR,1993,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1998,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1998,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1989,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,2012,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1989,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,GB,1993,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,GB,2014,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,2008,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,U.,1989,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,2008,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1998,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1998,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1996,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1990,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1989,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,2010,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1996,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1989,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1996,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,2012,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1993,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1993,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,NO,1998,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1989,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1998,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1996,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1998,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,2013,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1996,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,GB,1998,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1989,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1993,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1989,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1993,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1989,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1998,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,2014,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1993,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,DE (US),2014,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,2008,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1993,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1995,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1995,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,2010,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,2012,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,2010,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,HO,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1999,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1993,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1996,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,2009,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,2014,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1992,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1993,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1989,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1996,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,GB,1989,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,2008,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,2014,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1992,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1993,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1989,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1993,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1992,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1989,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,FR,1999,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1996,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1990,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1999,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,FR,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1989,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1993,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,2013,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1993,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1993,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,2010,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,KR,2011,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1999,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,FR,1997,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,2010,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1997,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1999,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,CH,2013,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,2010,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,GB,1993,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,FR,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,2008,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,PU,2014,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,AU,1999,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1999,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,SA,2008,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1995,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1990,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,UN,2014,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1995,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1997,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1995,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1992,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1992,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,KR,2013,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1999,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1993,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,2014,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1993,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1992,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1993,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,NO,1992,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,2012,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,2008,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,2014,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1995,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,IT,2013,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1999,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1987,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,DK,1993,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1999,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1987,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1990,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,2011,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1987,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,FR,1999,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1987,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,NL,2011,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1990,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,CH,2009,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1999,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,LU,1999,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1999,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,SE,2011,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,2009,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1993,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1995,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1987,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,2013,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1997,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1999,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1999,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,ES,1990,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1987,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1987,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1990,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1987,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1987,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1993,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,KR,1997,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1990,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1999,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1997,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1993,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1995,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,2013,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,2015,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1995,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,2011,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,DE (US),2011,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JM,1987,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1993,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1987,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1993,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1993,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,2014,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1995,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1992,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,2014,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1992,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1997,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,JP,2014,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
True,US,1988,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
